AverageRateBlockedDefTent__c,AverageRateBlockedDef__c,AverageRateBlockedTent__c,BlockedDefinite__c,BlockedDefTent__c,BlockedProspect__c,BlockedTentative__c,BudgetedRate__c,BudgetedRooms__c,DailyRoomInventory__c,EffectiveDateString__c,EffectiveDate__c,ExternalId__c,ForecastedOccupancy__c,GroupAvailable__c,GuestroomType__c,IsRunOfHouse__c,Location__c,MinimumAcceptableRate__c,Name,NIHRMMigrations_ExternalID__c,OccupancyPercentage__c,OutOfService__c,PhysicalRoomInventory__c,PMSOnlyTransient__c,RackRate__c,RevenueBlockedDef__c,RevenueBlockedTent__c,RevenueDefTent__c,RoomTypeAvailable__c,SourceSystemExternalId__c,TotalAverageRateBlockedDefTent__c,TotalAverageRateBlockedDef__c,TotalAverageRateBlockedTent__c,TotalBlockedDefinite__c,TotalBlockedDefTent__c,TotalBlockedProspect__c,TotalBlockedTentative__c,TotalDailyRoomInventory__c,TotalForecastedOccupancy__c,TotalGroupAvailable__c,TotalGroupCeiling__c,TotalOccupancyPercentage__c,TotalOutOfService__c,TotalPhysicalRoomInventory__c,TotalRevenueBlockedDef__c,TotalRevenueBlockedTent__c,TotalRevenueDefTent__c,TotalRoomTypeAvailable__c,TotalTransientProtected__c,TotalTransientSold__c,TransientProtectedRemaining__c,TransientProtected__c,TransientSold__c,UniqueExternalId__c 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-11-20,2026-11-20,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 11/20/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-11-21,2026-11-21,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 11/21/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-11-22,2026-11-22,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 11/22/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-11-23,2026-11-23,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 11/23/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-11-24,2026-11-24,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 11/24/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-11-25,2026-11-25,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 11/25/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-11-26,2026-11-26,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 11/26/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-11-27,2026-11-27,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 11/27/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-11-28,2026-11-28,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 11/28/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-11-29,2026-11-29,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 11/29/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-11-30,2026-11-30,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 11/30/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-01,2026-12-01,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/1/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-02,2026-12-02,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/2/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-03,2026-12-03,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/3/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-04,2026-12-04,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/4/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-05,2026-12-05,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/5/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-06,2026-12-06,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/6/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-07,2026-12-07,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/7/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-08,2026-12-08,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/8/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-09,2026-12-09,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/9/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-10,2026-12-10,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/10/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-11,2026-12-11,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/11/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-12,2026-12-12,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/12/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-13,2026-12-13,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/13/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-14,2026-12-14,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/14/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-15,2026-12-15,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/15/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-16,2026-12-16,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/16/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-17,2026-12-17,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/17/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-18,2026-12-18,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/18/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-19,2026-12-19,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/19/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-20,2026-12-20,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/20/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-21,2026-12-21,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/21/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-22,2026-12-22,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/22/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-23,2026-12-23,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/23/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-24,2026-12-24,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/24/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-25,2026-12-25,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/25/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-26,2026-12-26,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/26/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-27,2026-12-27,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/27/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-28,2026-12-28,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/28/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-29,2026-12-29,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/29/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-30,2026-12-30,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/30/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,60.0,2026-12-31,2026-12-31,,0.0,60.0,a4CKa000000m2brMAA,false,a47Ka000000lhMlIAI,,Deluxe: 12/31/2026,,0.0,,60.0,0.0,,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-16,2026-01-16,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/16/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-17,2026-01-17,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/17/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-18,2026-01-18,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/18/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-19,2026-01-19,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/19/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-20,2026-01-20,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/20/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-21,2026-01-21,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/21/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-22,2026-01-22,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/22/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-23,2026-01-23,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/23/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-24,2026-01-24,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/24/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-25,2026-01-25,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/25/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-26,2026-01-26,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/26/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-27,2026-01-27,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/27/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-28,2026-01-28,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/28/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-29,2026-01-29,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/29/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-30,2026-01-30,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/30/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-01-31,2026-01-31,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 1/31/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-02-01,2026-02-01,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 2/1/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-02-02,2026-02-02,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 2/2/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-02-03,2026-02-03,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 2/3/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-02-04,2026-02-04,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 2/4/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-02-05,2026-02-05,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 2/5/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-02-06,2026-02-06,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 2/6/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-02-07,2026-02-07,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 2/7/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-02-08,2026-02-08,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 2/8/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,40.0,2026-02-09,2026-02-09,,0.0,40.0,a4CKa000000m2bwMAA,false,a47Ka000000lhMlIAI,,King: 2/9/2026,,0.0,,40.0,0.0,,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,
