Id,BlockedDefinite__c,GroupAvailable__c
a4JKa000000kSHJMA2,30,10
a4JKa000000kSHKMA2,10,30
a4JKa000000kSHLMA2,25,15
a4JKa000000kSHMMA2,35,5
a4JKa000000kSHNMA2,30,10
a4JKa000000kSHOMA2,15,25
a4JKa000000kSHPMA2,30,10
a4JKa000000kSHQMA2,15,25
a4JKa000000kSHRMA2,30,10
a4JKa000000kSHSMA2,10,30
a4JKa000000kSHTMA2,25,15
a4JKa000000kSHUMA2,10,30
a4JKa000000kSHVMA2,15,25
a4JKa000000kSHWMA2,10,30
a4JKa000000kSHXMA2,30,10
a4JKa000000kSHYMA2,5,35
a4JKa000000kSHZMA2,10,30
a4JKa000000kSHaMAM,5,35
a4JKa000000kSHbMAM,15,25
a4JKa000000kSHcMAM,15,25
a4JKa000000kSHdMAM,35,5
a4JKa000000kSHeMAM,5,35
a4JKa000000kSHfMAM,5,35
a4JKa000000kSHgMAM,5,35
a4JKa000000kSHhMAM,5,35
a4JKa000000kSHiMAM,25,15
a4JKa000000kSHjMAM,5,35
a4JKa000000kSHkMAM,35,5
a4JKa000000kSHlMAM,25,15
a4JKa000000kSHmMAM,10,30
a4JKa000000kSHnMAM,10,30
a4JKa000000kSHoMAM,5,35
a4JKa000000kSHpMAM,20,20
a4JKa000000kSHqMAM,5,35
a4JKa000000kSHrMAM,5,35
a4JKa000000kSHsMAM,5,35
a4JKa000000kSHtMAM,10,30
a4JKa000000kSHuMAM,35,5
a4JKa000000kSHvMAM,10,30
a4JKa000000kSHwMAM,5,35
a4JKa000000kSHxMAM,15,25
a4JKa000000kSHyMAM,10,30
a4JKa000000kSHzMAM,30,10
a4JKa000000kSI0MAM,5,35
a4JKa000000kSI1MAM,30,10
a4JKa000000kSI2MAM,35,5
a4JKa000000kSI3MAM,15,25
a4JKa000000kSI4MAM,25,15
a4JKa000000kSI5MAM,20,20
a4JKa000000kSI6MAM,5,35
a4JKa000000kSI7MAM,10,30
a4JKa000000kSI8MAM,25,15
a4JKa000000kSI9MAM,10,30
a4JKa000000kSIAMA2,5,35
a4JKa000000kSIBMA2,35,5
a4JKa000000kSICMA2,20,20
a4JKa000000kSIDMA2,20,20
a4JKa000000kSIEMA2,20,20
a4JKa000000kSIFMA2,20,20
a4JKa000000kSIGMA2,30,10
a4JKa000000kSIHMA2,25,15
a4JKa000000kSIIMA2,30,10
a4JKa000000kSIJMA2,5,35
a4JKa000000kSIKMA2,5,35
a4JKa000000kSILMA2,25,15
a4JKa000000kSIMMA2,20,20
a4JKa000000kSINMA2,20,20
a4JKa000000kSIOMA2,15,25
a4JKa000000kSIPMA2,15,25
a4JKa000000kSIQMA2,25,15
a4JKa000000kSIRMA2,10,30
a4JKa000000kSISMA2,15,25
a4JKa000000kSITMA2,15,25
a4JKa000000kSIUMA2,25,15
a4JKa000000kSIVMA2,15,25
a4JKa000000kSIWMA2,30,10
a4JKa000000kSIXMA2,15,25
a4JKa000000kSIYMA2,10,30
a4JKa000000kSIZMA2,10,30
a4JKa000000kSIaMAM,15,25
a4JKa000000kSIbMAM,5,35
a4JKa000000kSIcMAM,20,20
a4JKa000000kSIdMAM,15,25
a4JKa000000kSIeMAM,25,15
a4JKa000000kSIfMAM,25,15
a4JKa000000kSIgMAM,10,30
a4JKa000000kSIhMAM,35,5
a4JKa000000kSIiMAM,35,5
a4JKa000000kSIjMAM,20,20
a4JKa000000kSIkMAM,30,10
a4JKa000000kSIlMAM,10,30
a4JKa000000kSImMAM,25,15
a4JKa000000kSInMAM,30,10
a4JKa000000kSIoMAM,25,15
a4JKa000000kSIpMAM,20,20
a4JKa000000kSIqMAM,5,35
a4JKa000000kSIrMAM,25,15
a4JKa000000kSIsMAM,25,15
a4JKa000000kSItMAM,10,30
a4JKa000000kSIuMAM,15,25
a4JKa000000kSIvMAM,10,30
a4JKa000000kSIwMAM,30,10
a4JKa000000kSIxMAM,30,10
a4JKa000000kSIyMAM,25,15
a4JKa000000kSIzMAM,5,35
a4JKa000000kSJ0MAM,5,35
a4JKa000000kSJ1MAM,20,20
a4JKa000000kSJ2MAM,20,20
a4JKa000000kSJ3MAM,30,10
a4JKa000000kSJ4MAM,10,30
a4JKa000000kSJ5MAM,35,5
a4JKa000000kSJ6MAM,35,5
a4JKa000000kSJ7MAM,30,10
a4JKa000000kSJ8MAM,5,35
a4JKa000000kSJ9MAM,25,15
a4JKa000000kSJAMA2,15,25
a4JKa000000kSJBMA2,35,5
a4JKa000000kSJCMA2,10,30
a4JKa000000kSJDMA2,20,20
a4JKa000000kSJEMA2,10,30
a4JKa000000kSJFMA2,10,30
a4JKa000000kSJGMA2,35,5
a4JKa000000kSJHMA2,15,25
a4JKa000000kSJIMA2,10,30
a4JKa000000kSJJMA2,10,30
a4JKa000000kSJKMA2,25,15
a4JKa000000kSJLMA2,5,35
a4JKa000000kSJMMA2,25,15
a4JKa000000kSJNMA2,25,15
a4JKa000000kSJOMA2,35,5
a4JKa000000kSJPMA2,35,5
a4JKa000000kSJQMA2,30,10
a4JKa000000kSJRMA2,15,25
a4JKa000000kSJSMA2,5,35
a4JKa000000kSJTMA2,30,10
a4JKa000000kSJUMA2,25,15
a4JKa000000kSJVMA2,5,35
a4JKa000000kSJWMA2,10,30
a4JKa000000kSJXMA2,25,15
a4JKa000000kSJYMA2,35,5
a4JKa000000kSJZMA2,15,25
a4JKa000000kSJaMAM,25,15
a4JKa000000kSJbMAM,15,25
a4JKa000000kSJcMAM,15,25
a4JKa000000kSJdMAM,10,30
a4JKa000000kSJeMAM,15,25
a4JKa000000kSJfMAM,10,30
a4JKa000000kSJgMAM,30,10
a4JKa000000kSJhMAM,30,10
a4JKa000000kSJiMAM,10,30
a4JKa000000kSJjMAM,20,20
a4JKa000000kSJkMAM,30,10
a4JKa000000kSJlMAM,25,15
a4JKa000000kSJmMAM,5,35
a4JKa000000kSJnMAM,35,5
a4JKa000000kSJoMAM,30,10
a4JKa000000kSJpMAM,30,10
a4JKa000000kSJqMAM,5,35
a4JKa000000kSJrMAM,10,30
a4JKa000000kSJsMAM,30,10
a4JKa000000kSJtMAM,25,15
a4JKa000000kSJuMAM,30,10
a4JKa000000kSJvMAM,10,30
a4JKa000000kSJwMAM,15,25
a4JKa000000kSJxMAM,5,35
a4JKa000000kSJyMAM,20,20
a4JKa000000kSJzMAM,15,25
a4JKa000000kSK0MAM,35,5
a4JKa000000kSK1MAM,20,20
a4JKa000000kSK2MAM,30,10
a4JKa000000kSK3MAM,5,35
a4JKa000000kSK4MAM,15,25
a4JKa000000kSK5MAM,10,30
a4JKa000000kSK6MAM,5,35
a4JKa000000kSK7MAM,35,5
a4JKa000000kSK8MAM,35,5
a4JKa000000kSK9MAM,30,10
a4JKa000000kSKAMA2,20,20
a4JKa000000kSKBMA2,25,15
a4JKa000000kSKCMA2,15,25
a4JKa000000kSKDMA2,15,25
a4JKa000000kSKEMA2,30,10
a4JKa000000kSKFMA2,10,30
a4JKa000000kSKGMA2,15,25
a4JKa000000kSKHMA2,15,25
a4JKa000000kSKIMA2,35,5
a4JKa000000kSKJMA2,25,15
a4JKa000000kSKKMA2,5,35
a4JKa000000kSKLMA2,35,5
a4JKa000000kSKMMA2,20,20
a4JKa000000kSKNMA2,35,5
a4JKa000000kSKOMA2,20,20
a4JKa000000kSKPMA2,10,30
a4JKa000000kSKQMA2,10,30
a4JKa000000kSKRMA2,35,5
a4JKa000000kSKSMA2,20,20
a4JKa000000kSKTMA2,10,30
a4JKa000000kSKUMA2,30,10
a4JKa000000kSKVMA2,5,35
a4JKa000000kSKWMA2,30,10
a4JKa000000kSKXMA2,30,10
a4JKa000000kSKYMA2,25,15
a4JKa000000kSKZMA2,15,25
a4JKa000000kSKaMAM,10,30
a4JKa000000kSKbMAM,5,35
a4JKa000000kSKcMAM,25,15
a4JKa000000kSKdMAM,20,20
a4JKa000000kSKeMAM,30,10
a4JKa000000kSKfMAM,10,30
a4JKa000000kSKgMAM,25,15
a4JKa000000kSKhMAM,35,5
a4JKa000000kSKiMAM,20,20
a4JKa000000kSKjMAM,15,25
a4JKa000000kSKkMAM,5,35
a4JKa000000kSKlMAM,30,10
a4JKa000000kSKmMAM,25,15
a4JKa000000kSKnMAM,25,15
a4JKa000000kSKoMAM,15,25
a4JKa000000kSKpMAM,15,25
a4JKa000000kSKqMAM,35,5
a4JKa000000kSKrMAM,35,5
a4JKa000000kSKsMAM,15,25
a4JKa000000kSKtMAM,30,10
a4JKa000000kSKuMAM,20,20
a4JKa000000kSKvMAM,5,35
a4JKa000000kSKwMAM,30,10
a4JKa000000kSKxMAM,30,10
a4JKa000000kSKyMAM,25,15
a4JKa000000kSKzMAM,25,15
a4JKa000000kSL0MAM,35,5
a4JKa000000kSL1MAM,25,15
a4JKa000000kSL2MAM,15,25
a4JKa000000kSL3MAM,5,35
a4JKa000000kSL4MAM,20,20
a4JKa000000kSL5MAM,30,10
a4JKa000000kSL6MAM,15,25
a4JKa000000kSL7MAM,25,15
a4JKa000000kSL8MAM,10,30
a4JKa000000kSL9MAM,5,35
a4JKa000000kSLAMA2,30,10
a4JKa000000kSLBMA2,15,25
a4JKa000000kSLCMA2,30,10
a4JKa000000kSLDMA2,35,5
a4JKa000000kSLEMA2,10,30
a4JKa000000kSLFMA2,10,30
a4JKa000000kSLGMA2,10,30
a4JKa000000kSLHMA2,20,20
a4JKa000000kSLIMA2,20,20
a4JKa000000kSLJMA2,35,5
a4JKa000000kSLKMA2,15,25
a4JKa000000kSLLMA2,10,30
a4JKa000000kSLMMA2,5,35
a4JKa000000kSLNMA2,35,5
a4JKa000000kSLOMA2,20,20
a4JKa000000kSLPMA2,20,20
a4JKa000000kSLQMA2,15,25
a4JKa000000kSLRMA2,30,10
a4JKa000000kSLSMA2,35,5
a4JKa000000kSLTMA2,15,25
a4JKa000000kSLUMA2,15,25
a4JKa000000kSLVMA2,15,25
a4JKa000000kSLWMA2,15,25
a4JKa000000kSLXMA2,20,20
a4JKa000000kSLYMA2,30,10
a4JKa000000kSLZMA2,30,10
a4JKa000000kSLaMAM,5,35
a4JKa000000kSLbMAM,10,30
a4JKa000000kSLcMAM,10,30
a4JKa000000kSLdMAM,20,20
a4JKa000000kSLeMAM,15,25
a4JKa000000kSLfMAM,10,30
a4JKa000000kSLgMAM,35,5
a4JKa000000kSLhMAM,35,5
a4JKa000000kSLiMAM,30,10
a4JKa000000kSLjMAM,20,20
a4JKa000000kSLkMAM,20,20
a4JKa000000kSLlMAM,15,25
a4JKa000000kSLmMAM,5,35
a4JKa000000kSLnMAM,30,10
a4JKa000000kSLoMAM,30,10
a4JKa000000kSLpMAM,20,20
a4JKa000000kSLqMAM,35,5
a4JKa000000kSLrMAM,20,20
a4JKa000000kSLsMAM,20,20
a4JKa000000kSLtMAM,30,10
a4JKa000000kSLuMAM,35,5
a4JKa000000kSLvMAM,25,15
a4JKa000000kSLwMAM,5,35
a4JKa000000kSLxMAM,10,30
a4JKa000000kSLyMAM,15,25
a4JKa000000kSLzMAM,10,30
a4JKa000000kSM0MAM,30,10
a4JKa000000kSM1MAM,20,20
a4JKa000000kSM2MAM,35,5
a4JKa000000kSM3MAM,25,15
a4JKa000000kSM4MAM,35,5
a4JKa000000kSM5MAM,25,15
a4JKa000000kSM6MAM,20,20
a4JKa000000kSM7MAM,15,25
a4JKa000000kSM8MAM,35,5
a4JKa000000kSM9MAM,30,10
a4JKa000000kSMAMA2,15,25
a4JKa000000kSMBMA2,25,15
a4JKa000000kSMCMA2,35,5
a4JKa000000kSMDMA2,15,25
a4JKa000000kSMEMA2,20,20
a4JKa000000kSMFMA2,30,10
a4JKa000000kSMGMA2,20,20
a4JKa000000kSMHMA2,35,5
a4JKa000000kSMIMA2,10,30
a4JKa000000kSMJMA2,5,35
a4JKa000000kSMKMA2,10,30
a4JKa000000kSMLMA2,20,20
a4JKa000000kSMMMA2,25,15
a4JKa000000kSMNMA2,20,20
a4JKa000000kSMOMA2,10,30
a4JKa000000kSMPMA2,15,25
a4JKa000000kSMQMA2,5,35
a4JKa000000kSMRMA2,25,15
a4JKa000000kSMSMA2,30,10
a4JKa000000kSMTMA2,35,5
a4JKa000000kSMUMA2,25,15
a4JKa000000kSMVMA2,20,20
a4JKa000000kSMWMA2,30,10
a4JKa000000kSMXMA2,10,30
a4JKa000000kSMYMA2,20,20
a4JKa000000kSMZMA2,35,5
a4JKa000000kSMaMAM,25,15
a4JKa000000kSMbMAM,25,15
a4JKa000000kSMcMAM,20,20
a4JKa000000kSMdMAM,5,35
a4JKa000000kSMeMAM,30,10
a4JKa000000kSMfMAM,5,35
a4JKa000000kSMgMAM,20,20
a4JKa000000kSMhMAM,10,30
a4JKa000000kSMiMAM,30,10
a4JKa000000kSMjMAM,10,30
a4JKa000000kSMkMAM,15,25
a4JKa000000kSMlMAM,30,10
a4JKa000000kSMmMAM,5,35
a4JKa000000kSMnMAM,15,25
a4JKa000000kSMoMAM,35,5
a4JKa000000kSMpMAM,35,5
a4JKa000000kSMqMAM,30,10
a4JKa000000kSMrMAM,10,30
a4JKa000000kSMsMAM,25,15
a4JKa000000kSMtMAM,15,25
a4JKa000000kSMuMAM,35,5
a4JKa000000kSMvMAM,15,25
a4JKa000000kSMwMAM,15,25
a4JKa000000kSMxMAM,30,10
a4JKa000000kSMyMAM,30,10
a4JKa000000kSMzMAM,20,20
a4JKa000000kSN0MAM,25,15
a4JKa000000kSN1MAM,25,15
a4JKa000000kSN2MAM,5,35
a4JKa000000kSN3MAM,25,15
a4JKa000000kSN4MAM,5,35
a4JKa000000kSN5MAM,30,10
a4JKa000000kSN6MAM,35,5
a4JKa000000kSN7MAM,35,5
a4JKa000000kSN8MAM,15,25
a4JKa000000kSN9MAM,30,10
a4JKa000000kSNAMA2,35,5
a4JKa000000kSNBMA2,35,5
a4JKa000000kSNCMA2,20,20
a4JKa000000kSNDMA2,10,30
a4JKa000000kSNEMA2,25,15
a4JKa000000kSNFMA2,15,25
a4JKa000000kSNGMA2,20,20
a4JKa000000kSNHMA2,20,20
a4JKa000000kSNIMA2,5,35
a4JKa000000kSNJMA2,10,30
a4JKa000000kSNKMA2,25,15
a4JKa000000kSNLMA2,5,35
a4JKa000000kSNMMA2,20,20
a4JKa000000kSNNMA2,15,25
a4JKa000000kSNOMA2,20,20
a4JKa000000kSNPMA2,10,30
a4JKa000000kSNQMA2,15,25
a4JKa000000kSNRMA2,35,5
a4JKa000000kSNSMA2,20,20
a4JKa000000kSNTMA2,20,20
a4JKa000000kSNUMA2,30,10
a4JKa000000kSNVMA2,20,20
a4JKa000000kSNWMA2,30,10
a4JKa000000kSNXMA2,30,10
a4JKa000000kSNYMA2,20,20
a4JKa000000kSNZMA2,20,20
a4JKa000000kSNaMAM,10,30
a4JKa000000kSNbMAM,20,20
a4JKa000000kSNcMAM,5,35
a4JKa000000kSNdMAM,30,10
a4JKa000000kSNeMAM,25,15
a4JKa000000kSNfMAM,10,30
a4JKa000000kSNgMAM,15,25
a4JKa000000kSNhMAM,20,20
a4JKa000000kSNiMAM,35,5
a4JKa000000kSNjMAM,30,10
a4JKa000000kSNkMAM,20,20
a4JKa000000kSNlMAM,5,35
a4JKa000000kSNmMAM,15,25
a4JKa000000kSNnMAM,5,35
a4JKa000000kSNoMAM,5,35
a4JKa000000kSNpMAM,5,35
a4JKa000000kSNqMAM,30,10
a4JKa000000kSNrMAM,15,25
a4JKa000000kSNsMAM,30,10
a4JKa000000kSNtMAM,20,20
a4JKa000000kSNuMAM,15,25
a4JKa000000kSNvMAM,20,20
a4JKa000000kSNwMAM,35,5
a4JKa000000kSNxMAM,5,35
a4JKa000000kSNyMAM,30,10
a4JKa000000kSNzMAM,35,5
a4JKa000000kSO0MAM,35,5
a4JKa000000kSO1MAM,10,30
a4JKa000000kSO2MAM,30,10
a4JKa000000kSO3MAM,5,35
a4JKa000000kSO4MAM,35,5
a4JKa000000kSO5MAM,15,25
a4JKa000000kSO6MAM,5,35
a4JKa000000kSO7MAM,5,35
a4JKa000000kSO8MAM,10,30
a4JKa000000kSO9MAM,30,10
a4JKa000000kSOAMA2,25,15
a4JKa000000kSOBMA2,20,20
a4JKa000000kSOCMA2,20,20
a4JKa000000kSODMA2,35,5
a4JKa000000kSOEMA2,5,35
a4JKa000000kSOFMA2,20,20
a4JKa000000kSOGMA2,5,35
a4JKa000000kSOHMA2,35,5
a4JKa000000kSOIMA2,5,35
a4JKa000000kSOJMA2,30,10
a4JKa000000kSOKMA2,25,15
a4JKa000000kSOLMA2,20,20
a4JKa000000kSOMMA2,35,5
a4JKa000000kSONMA2,15,25
a4JKa000000kSOOMA2,35,5
a4JKa000000kSOPMA2,35,5
a4JKa000000kSOQMA2,25,15
a4JKa000000kSORMA2,25,15
a4JKa000000kSOSMA2,35,5
a4JKa000000kSOTMA2,5,35
a4JKa000000kSOUMA2,30,10
a4JKa000000kSOVMA2,10,30
a4JKa000000kSOWMA2,20,20
a4JKa000000kSOXMA2,35,5
a4JKa000000kSOYMA2,5,35
a4JKa000000kSOZMA2,10,30
a4JKa000000kSOaMAM,5,35
a4JKa000000kSObMAM,10,30
a4JKa000000kSOcMAM,10,30
a4JKa000000kSOdMAM,5,35
a4JKa000000kSOeMAM,25,15
a4JKa000000kSOfMAM,35,5
a4JKa000000kSOgMAM,15,25
a4JKa000000kSOhMAM,10,30
a4JKa000000kSOiMAM,30,10
a4JKa000000kSOjMAM,20,20
a4JKa000000kSOkMAM,5,35
a4JKa000000kSOlMAM,5,35
a4JKa000000kSOmMAM,25,15
a4JKa000000kSOnMAM,20,20
a4JKa000000kSOoMAM,20,20
a4JKa000000kSOpMAM,30,10
a4JKa000000kSOqMAM,25,15
a4JKa000000kSOrMAM,25,15
a4JKa000000kSOsMAM,20,20
a4JKa000000kSOtMAM,10,30
a4JKa000000kSOuMAM,25,15
a4JKa000000kSOvMAM,10,30
a4JKa000000kSOwMAM,30,10
a4JKa000000kSOxMAM,25,15
a4JKa000000kSOyMAM,30,10
a4JKa000000kSOzMAM,10,30
a4JKa000000kSP0MAM,15,25
a4JKa000000kSP1MAM,10,30
a4JKa000000kSP2MAM,30,10
a4JKa000000kSP3MAM,35,5
a4JKa000000kSP4MAM,30,10
a4JKa000000kSP5MAM,5,35
a4JKa000000kSP6MAM,15,25
a4JKa000000kSP7MAM,20,20
a4JKa000000kSP8MAM,30,10
a4JKa000000kSP9MAM,35,5
a4JKa000000kSPAMA2,20,20
a4JKa000000kSPBMA2,20,20
a4JKa000000kSPCMA2,5,35
a4JKa000000kSPDMA2,20,20
a4JKa000000kSPEMA2,15,25
a4JKa000000kSPFMA2,30,10
a4JKa000000kSPGMA2,35,5
a4JKa000000kSPHMA2,25,15
a4JKa000000kSPIMA2,10,30
a4JKa000000kSPJMA2,25,15
a4JKa000000kSPKMA2,25,15
a4JKa000000kSPLMA2,5,35
a4JKa000000kSPMMA2,20,20
a4JKa000000kSPNMA2,20,20
a4JKa000000kSPOMA2,20,20
a4JKa000000kSPPMA2,20,20
a4JKa000000kSPQMA2,10,30
a4JKa000000kSPRMA2,25,15
a4JKa000000kSPSMA2,20,20
a4JKa000000kSPTMA2,30,10
a4JKa000000kSPUMA2,30,10
a4JKa000000kSPVMA2,25,15
a4JKa000000kSPWMA2,5,35
a4JKa000000kSPXMA2,20,20
a4JKa000000kSPYMA2,25,15
a4JKa000000kSPZMA2,30,10
a4JKa000000kSPaMAM,25,15
a4JKa000000kSPbMAM,10,30
a4JKa000000kSPcMAM,25,15
a4JKa000000kSPdMAM,15,25
a4JKa000000kSPeMAM,15,25
a4JKa000000kSPfMAM,15,25
a4JKa000000kSPgMAM,35,5
a4JKa000000kSPhMAM,30,10
a4JKa000000kSPiMAM,15,25
a4JKa000000kSPjMAM,20,20
a4JKa000000kSPkMAM,25,15
a4JKa000000kSPlMAM,10,30
a4JKa000000kSPmMAM,15,25
a4JKa000000kSPnMAM,5,35
a4JKa000000kSPoMAM,10,30
a4JKa000000kSPpMAM,25,15
a4JKa000000kSPqMAM,10,30
a4JKa000000kSPrMAM,20,20
a4JKa000000kSPsMAM,20,20
a4JKa000000kSPtMAM,30,10
a4JKa000000kSPuMAM,25,15
a4JKa000000kSPvMAM,15,25
a4JKa000000kSPwMAM,5,35
a4JKa000000kSPxMAM,15,25
a4JKa000000kSPyMAM,20,20
a4JKa000000kSPzMAM,20,20
a4JKa000000kSQ0MAM,10,30
a4JKa000000kSQ1MAM,30,10
a4JKa000000kSQ2MAM,5,35
a4JKa000000kSQ3MAM,20,20
a4JKa000000kSQ4MAM,35,5
a4JKa000000kSQ5MAM,30,10
a4JKa000000kSQ6MAM,5,35
a4JKa000000kSQ7MAM,30,10
a4JKa000000kSQ8MAM,35,5
a4JKa000000kSQ9MAM,20,20
a4JKa000000kSQAMA2,15,25
a4JKa000000kSQBMA2,30,10
a4JKa000000kSQCMA2,5,35
a4JKa000000kSQDMA2,10,30
a4JKa000000kSQEMA2,20,20
a4JKa000000kSQFMA2,35,5
a4JKa000000kSQGMA2,10,30
a4JKa000000kSQHMA2,5,35
a4JKa000000kSQIMA2,30,10
a4JKa000000kSQJMA2,25,15
a4JKa000000kSQKMA2,15,25
a4JKa000000kSQLMA2,20,20
a4JKa000000kSQMMA2,20,20
a4JKa000000kSQNMA2,30,10
a4JKa000000kSQOMA2,5,35
a4JKa000000kSQPMA2,10,30
a4JKa000000kSQQMA2,30,10
a4JKa000000kSQRMA2,30,10
a4JKa000000kSQSMA2,10,30
a4JKa000000kSQTMA2,10,30
a4JKa000000kSQUMA2,35,5
a4JKa000000kSQVMA2,5,35
a4JKa000000kSQWMA2,25,15
a4JKa000000kSQXMA2,5,35
a4JKa000000kSQYMA2,15,25
a4JKa000000kSQZMA2,25,15
a4JKa000000kSQaMAM,5,35
a4JKa000000kSQbMAM,20,20
a4JKa000000kSQcMAM,20,20
a4JKa000000kSQdMAM,5,35
a4JKa000000kSQeMAM,35,5
a4JKa000000kSQfMAM,10,30
a4JKa000000kSQgMAM,15,25
a4JKa000000kSQhMAM,35,5
a4JKa000000kSQiMAM,15,25
a4JKa000000kSQjMAM,5,35
a4JKa000000kSQkMAM,10,30
a4JKa000000kSQlMAM,15,25
a4JKa000000kSQmMAM,25,15
a4JKa000000kSQnMAM,15,25
a4JKa000000kSQoMAM,20,20
a4JKa000000kSQpMAM,35,5
a4JKa000000kSQqMAM,20,20
a4JKa000000kSQrMAM,5,35
a4JKa000000kSQsMAM,15,25
a4JKa000000kSQtMAM,20,20
a4JKa000000kSQuMAM,15,25
a4JKa000000kSQvMAM,15,25
a4JKa000000kSQwMAM,5,35
a4JKa000000kSQxMAM,10,30
a4JKa000000kSQyMAM,20,20
a4JKa000000kSQzMAM,35,5
a4JKa000000kSR0MAM,5,35
a4JKa000000kSR1MAM,10,30
a4JKa000000kSR2MAM,10,30
a4JKa000000kSR3MAM,5,35
a4JKa000000kSR4MAM,5,35
a4JKa000000kSR5MAM,35,5
a4JKa000000kSR6MAM,10,30
a4JKa000000kSR7MAM,35,5
a4JKa000000kSR8MAM,35,5
a4JKa000000kSR9MAM,15,25
a4JKa000000kSRAMA2,30,10
a4JKa000000kSRBMA2,25,15
a4JKa000000kSRCMA2,35,5
a4JKa000000kSRDMA2,30,10
a4JKa000000kSREMA2,20,20
a4JKa000000kSRFMA2,10,30
a4JKa000000kSRGMA2,5,35
a4JKa000000kSRHMA2,10,30
a4JKa000000kSRIMA2,5,35
a4JKa000000kSRJMA2,35,5
a4JKa000000kSRKMA2,35,5
a4JKa000000kSRLMA2,35,5
a4JKa000000kSRMMA2,15,5
a4JKa000000kSRNMA2,5,15
a4JKa000000kSROMA2,15,5
a4JKa000000kSRPMA2,5,15
a4JKa000000kSRQMA2,10,10
a4JKa000000kSRRMA2,5,15
a4JKa000000kSRSMA2,5,15
a4JKa000000kSRTMA2,10,10
a4JKa000000kSRUMA2,10,10
a4JKa000000kSRVMA2,5,15
a4JKa000000kSRWMA2,10,10
a4JKa000000kSRXMA2,15,5
a4JKa000000kSRYMA2,15,5
a4JKa000000kSRZMA2,15,5
a4JKa000000kSRaMAM,5,15
a4JKa000000kSRbMAM,15,5
a4JKa000000kSRcMAM,10,10
a4JKa000000kSRdMAM,10,10
a4JKa000000kSReMAM,10,10
a4JKa000000kSRfMAM,5,15
a4JKa000000kSRgMAM,15,5
a4JKa000000kSRhMAM,5,15
a4JKa000000kSRiMAM,15,5
a4JKa000000kSRjMAM,15,5
a4JKa000000kSRkMAM,5,15
a4JKa000000kSRlMAM,10,10
a4JKa000000kSRmMAM,5,15
a4JKa000000kSRnMAM,10,10
a4JKa000000kSRoMAM,10,10
a4JKa000000kSRpMAM,15,5
a4JKa000000kSRqMAM,10,10
a4JKa000000kSRrMAM,10,10
a4JKa000000kSRsMAM,5,15
a4JKa000000kSRtMAM,10,10
a4JKa000000kSRuMAM,10,10
a4JKa000000kSRvMAM,10,10
a4JKa000000kSRwMAM,10,10
a4JKa000000kSRxMAM,5,15
a4JKa000000kSRyMAM,10,10
a4JKa000000kSRzMAM,15,5
a4JKa000000kSS0MAM,15,5
a4JKa000000kSS1MAM,5,15
a4JKa000000kSS2MAM,5,15
a4JKa000000kSS3MAM,10,10
a4JKa000000kSS4MAM,15,5
a4JKa000000kSS5MAM,5,15
a4JKa000000kSS6MAM,10,10
a4JKa000000kSS7MAM,5,15
a4JKa000000kSS8MAM,15,5
a4JKa000000kSS9MAM,5,15
a4JKa000000kSSAMA2,10,10
a4JKa000000kSSBMA2,10,10
a4JKa000000kSSCMA2,10,10
a4JKa000000kSSDMA2,5,15
a4JKa000000kSSEMA2,5,15
a4JKa000000kSSFMA2,10,10
a4JKa000000kSSGMA2,10,10
a4JKa000000kSSHMA2,5,15
a4JKa000000kSSIMA2,15,5
a4JKa000000kSSJMA2,15,5
a4JKa000000kSSKMA2,15,5
a4JKa000000kSSLMA2,5,15
a4JKa000000kSSMMA2,5,15
a4JKa000000kSSNMA2,15,5
a4JKa000000kSSOMA2,5,15
a4JKa000000kSSPMA2,15,5
a4JKa000000kSSQMA2,10,10
a4JKa000000kSSRMA2,5,15
a4JKa000000kSSSMA2,5,15
a4JKa000000kSSTMA2,15,5
a4JKa000000kSSUMA2,15,5
a4JKa000000kSSVMA2,15,5
a4JKa000000kSSWMA2,5,15
a4JKa000000kSSXMA2,15,5
a4JKa000000kSSYMA2,15,5
a4JKa000000kSSZMA2,10,10
a4JKa000000kSSaMAM,15,5
a4JKa000000kSSbMAM,5,15
a4JKa000000kSScMAM,10,10
a4JKa000000kSSdMAM,10,10
a4JKa000000kSSeMAM,5,15
a4JKa000000kSSfMAM,5,15
a4JKa000000kSSgMAM,15,5
a4JKa000000kSShMAM,15,5
a4JKa000000kSSiMAM,10,10
a4JKa000000kSSjMAM,5,15
a4JKa000000kSSkMAM,15,5
a4JKa000000kSSlMAM,10,10
a4JKa000000kSSmMAM,5,15
a4JKa000000kSSnMAM,15,5
a4JKa000000kSSoMAM,15,5
a4JKa000000kSSpMAM,5,15
a4JKa000000kSSqMAM,15,5
a4JKa000000kSSrMAM,15,5
a4JKa000000kSSsMAM,5,15
a4JKa000000kSStMAM,10,10
a4JKa000000kSSuMAM,15,5
a4JKa000000kSSvMAM,15,5
a4JKa000000kSSwMAM,5,15
a4JKa000000kSSxMAM,15,5
a4JKa000000kSSyMAM,10,10
a4JKa000000kSSzMAM,15,5
a4JKa000000kST0MAM,15,5
a4JKa000000kST1MAM,5,15
a4JKa000000kST2MAM,15,5
a4JKa000000kST3MAM,10,10
a4JKa000000kST4MAM,5,15
a4JKa000000kST5MAM,5,15
a4JKa000000kST6MAM,10,10
a4JKa000000kST7MAM,5,15
a4JKa000000kST8MAM,10,10
a4JKa000000kST9MAM,10,10
a4JKa000000kSTAMA2,10,10
